name,description,coordinates,image_url,category,rating,city,country,website,address
Mount Rushmore National Memorial George Washington,,"43.878763,-103.4590965",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ1UrxqjA1fYcRWxkJ39JfSr0/photos/AWYs27w8em0Q5x_WrwxA7o4kw4P9mPxch41FH9tjuO9oe1mHW-UotGLlu_7UGLLmTJN8iomciAL4fCiQJOym305Nbx8hfAw2j5xbWEI1nV-JzRWrXSKy2QbRku3cEOK0svxAYEVsHzQm3JXDKVYTvjZ3rheU1kfq67x0enc9&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.6,South Dakota,United States,,"Mt Rushmore, SD 57751, USA"
The Victoria Falls World Heritage Site,,"-17.927118399999998,25.8645107",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ0WyyJe7vTxkRXzbAc0yKyfU/photos/AWYs27zklma7Ue1MDOu0T-qb5Fl6dKU5TC-zo-NVHkky206cjeMFYwmRxO0uqbXfMwiVy0ahFF49DShTnVlmXvT8iVyvlb24sjF1irB3ho0J3Tl8ZR64z2NNWBfxMNGlK9lHo-RLu2pT5a5BZWsYNIqqV0pey2NE9dXdcyzV&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.7,Livingstone,Zambia,,"3VF7+5R2 Mosi-Oa-Tunya, Livingstone, Zambia"
Grandview Point,"South Rim viewpoint overlooking a panorama of colorful canyons, ridges & the snaking Colorado River.","35.9984667,-111.9877556",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJo7MCX28EM4cREJyWfP09oIs/photos/AWYs27wtg5R-gWKHZpPOZRyJVunv8WtU1RDArNhJYWzjg-cIngaKJd5lw-8pfXmvKRrcCqcHxADWhLJae3m3By2EsHqJpI2dxnNxXSvI3g-hbpwVme-XKem9dbKMr44TnnK_vAeFhKZAAEiz6-svH70jhh70npNedSCkY9gk&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.9,Grand Canyon Village,United States,http://www.nps.gov/grca/index.htm,"Grand Canyon Village, AZ 86023, USA"
Miami Beach Peruano,,"-9.4219311,-78.3986998",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJqwyYgLC9q5EReo25STstROs/photos/AWYs27zkiqGgebntu7rALfaNS26Nhb7l-m9pLHtephh0sd--HJ7RE7Qbaxvf0UOELOwByctA_2uhswoGTZITxIWVJ0urTZCWh0MpbcIHInYn1WB2Net6mlpkAPkuDvi19CJYaMU--MCB0YnAXmwTeJxC24DxpPMunLyr2GOc&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.6,Ancash,Peru,https://miamibeachperuano.com/,"HJH2+6GF, 02665, Peru"
Memorial and Museum Auschwitz-Birkenau,"Former concentration camp with a memorial to those who died, plus guided educational tours.","50.029390899999996,19.205494899999998",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJof9NATK-FkcRxVMagtZz4eg/photos/AWYs27wP8yh43tNE3tLM_FrVo15SE-2-C6w3QF7A94KytDXnWjAz0CSClkmA6SMCqX2qwZ-a4_tyTUwRe31h6vTz5o8vyte4iugQLOR3pvCg_ksRRjJEUlj-MKs2DmS1Dox6aPd77dQtwCT4TWsKrL-GgGd4DuCimIstAfVd&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Place,4.8,Oświęcim,Poland,http://www.auschwitz.org/,"Więźniów Oświęcimia 55, 32-600 Oświęcim, Poland"
Kamakura Daibutsu,,"35.3168765,139.5357422",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJc2VWg9RFGGARI5almHYpaAY/photos/AWYs27zCYAvLy3BE9eAtsr0Z2an0VfZsEc-cA_ZHWGlpSFAccis6KHJlEMkh3xZ_FK8SN7vTVYuY28Dfs6IoZxYSIT_mhs_Wz3bnn9Wb952_hsGhGsCCrP6MgnQx0uEv5HpdXfjVLW73WAr1ll4ayacsQTWUUM-BIedN38qV&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Place of Worship,4.4,Kamakura,Japan,https://www.kotoku-in.jp/,"4 Chome-2 Hase, Kamakura, Kanagawa 248-0016, Japan"
Palace of Versailles,"Immense, 18th-century palace with gilded apartments, chandeliered Hall of Mirrors & fountain show.","48.8048649,2.1203554",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJdUyx15R95kcRj85ZX8H8OAU/photos/AWYs27yv5R54ZRD9cruqaBo-nlt6_5tmilKQ-PTe3JnyU9ZqxHg5obWyYsYK2uiCEVGzYL3zAUxjJM6EK1nhA0IkNpDRzJR1H2rlXYdXJWNXd9I9mTAK1FADg96BPFgkA3voLHMxLavbKTtC_V-a5LjD96vk2aTj-IyCsz-s&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Place,4.6,Versailles,France,https://www.chateauversailles.fr/,"Place d'Armes, 78000 Versailles, France"
Cape of Good Hope,Tip of the Cape Peninsula forming part of a protected wildlife reserve with picnic spots and walks.,"-34.3568425,18.4739882",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJZz_grPwizB0R6aJ8t_FcKDU/photos/AWYs27xlDmdnsfcajbdZfOxoSBqeuP68OfLJlCgdp8fs6WxUPWNYqtn96CFHRIN--wcV455s7Ec2UecRcwrxXelFsTLk4WRGnwGc0GLnaY1YzvjxwsYYCmza07C3Y3FFA2AruQzhHXgudQO8raWy2hV-dooy0lmDOpfR1Kc&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Park,4.7,Cape Town,South Africa,http://www.sanparks.org/parks/table_mountain/tourism/attractions.php#goodhope,"Cape Point Rd, Cape Peninsula, Cape Town, 8001, South Africa"
Trevi Fountain,"Aqueduct-fed rococo fountain, designed by Nicola Salvi & completed in 1762, with sculpted figures.","41.900932499999996,12.483312999999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ1UCDJ1NgLxMRtrsCzOHxdvY/photos/AWYs27zLTiw3ikQy27msMQYmfkvJi0ZTIeFj2m_8Z6cYL8umH2-McKdg9N-lo7cBnDy1uo4NUrtHVw5m2wtGFfTgpy2aJayKpginjQhm537In-vWwNz1zbI0paLm8GLn48wNbD_aPG1RxA2_Zzo6FL2c84vAUHqx5NrPLVT6&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Park,4.7,Roma,Italy,https://www.turismoroma.it/it/luoghi/fontana-di-trevi,"Piazza di Trevi, 00187 Roma RM, Italy"
Petra,"Iconic 2000-year-old city, including 45m-high Al Khazneh, carved into the red mountain rock.","30.328454400000002,35.4443622",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJcWA7cPFuARURkSKaZwj5mxk/photos/AWYs27zzyqE0HrGj93DbYDQXB77RmZmriDHxW2oLgCAkdh9EWWJpAN1ZF3VpUvDtpUR8fOUtffYfVmMM9nydPDhMEdtVX7_6YWJsg_9NP3gYrZEL1zfODI9kWzsPvV_LTiK97eD3v7vcesXBjWAJYjagdSTeVf2RI-GOMj34&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Place,4.8,Ma'an Governorate,Jordan,http://www.visitpetra.jo/,Jordan
Basílica de la Sagrada Família,"Antoni Gaudí's renowned unfinished church, started in the 1880s, with museum and city views.","41.4036299,2.1743558",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJk_s92NyipBIRUMnDG8Kq2Js/photos/AWYs27wXDKG0lgwBDn7rRs6NVqHrulE_rAROM3MrmnSlytfWWvk2hd3Vi5wbA-C0bDMLHz9XHHXcjt1Zn92b486P0NESljph9zNr14O_QO_0d59X68xLzezNCjEU31u-3MpY2LSUDRECPY1OOC-I0NPUyTubzhjFCJgA4Xuq&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Church,4.8,Barcelona,Spain,https://sagradafamilia.org/,"Eixample, 08013 Barcelona, Spain"
North Cape,"Cliffside globe & center marking the northernmost point of continental Europe, with sweeping views.","71.1709533,25.7836599",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ86VHXwlNyEURft_9Gie0-fk/photos/AWYs27wt7Jjb_17CEywl7TDl6P0V-IcTvT23kgCSOV6WFl8-TTAvTAm313RWV9U0R97iQNGLv2ydamnksp0LtFfsRpMoGzhE1ODK02doGPO_i9bGKsCIFV8yXv3Fi48FCmk6GnfyNBk__oGY-PHkgwc2dnnG4NH1Jcwl5xGm&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.7,Finnmark,Norway,http://www.visitnordkapp.net/,"Nordkapp Municipality, 9764 Nordkapp, Norway"
chichen itza mexico,"Ruins of a pre-Colombian Mayan city with an iconic central pyramid, visited by millions annually.","20.6797272,-88.56670799999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ25Fc0sc4UY8RB4wHoGptNc4/photos/AWYs27xehiMsA86182pFnaG6k22qs1vjCc3RHI3P4HduF05CW2GhwYfV5a-wm3MKWrYtpjrkzc4sVllKwnqLsqZLLaPwX-LRMQBwCNU6HoGKKKY-JedLD8xFiKjcxh2_tRlUtmGqhwrOJ-Y5x4Pwio_ft5fm6f3lGSjwNWN3&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Monument,,Yucatan,Mexico,,"Tinúm Municipality, 97751 Yucatan, Mexico"
Inukshuk ᐃᓄᒃᓱᒃ,,"62.81181249999999,-92.0876425",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJa3FsEuJXCVIRhgleVNZapxA/photos/AWYs27wdGfhsweSwM26P8BcW0iZjigXKDUUgIxRtQBS_to4VZfS2tdujRslDz7gLLpR5QIdUEqbDl574RmtejQnqHE31_bmLYKL0kPZbkOghHI5I4tSy_7O84P-t5H_VJACSMueesWwByR7wL9xk-UepCQDTXrgUngrrV24v&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.5,Rankin Inlet,Canada,,"Rankin Inlet, NU X0C 0A1, Canada"
Lascaux International Center of Parietal Art,Sleek museum featuring a replica of a cave complex famous for its ancient parietal wall paintings.,"45.0582103,1.1697114",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJiWqvK2VU_0cR2-rmEz-UcO4/photos/AWYs27w4C-aYgwH46aaQ90Kq-6o4kZQuoDQDs-NFNUcAoGiHqH0N65zRSXty7fhG2BW6mIJlPd89-HN7MEXn9kz7ocVfWAw5zp9u-j5tuspFu5QLQdDmV8m4DsgGPr9L7Eac9McxEDY8itXqQ96pjv_XzAIdfDyHHCS_EmV1&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.4,Montignac-Lascaux,France,https://lascaux.fr/fr/,"Avenue de Lascaux, 24290 Montignac-Lascaux, France"
Table Mountain National Park,"Nature reserve encompassing the iconic mountain, a penguin colony, forest, beaches & walking trails.","-34.2105673,18.391750599999998",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJgdxoiwsWzB0R56oDSE8qJGQ/photos/AWYs27zoVaKwm1naQO0gnpiINJD8TpFj-40x9SWE2_mIyCtzbb1LWiPfh3NME2kEmn5uXdhPWyBwfJ0JPf6uk8nZl9E0k8xYVDI-uH5SAyZOVJFzpZzBy-auF5gb7PADaTHNJVdlCpEa7PDvECESiXXvoDKa4kjFKJUgG1_K&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.7,Cape Town,South Africa,http://www.sanparks.org/parks/table_mountain/,"Cape Town, South Africa"
Colosseum,"Monumental 3-tiered Roman amphitheater once used for gladiatorial games, with guided tour option.","41.8902102,12.4922309",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJrRMgU7ZhLxMRxAOFkC7I8Sg/photos/AWYs27yhSQzsofa1mp-G47X3f4vEj2Xk_f1ptA3GmXeluiw1WSsU0AX5DH8eUUdZYpazO2zBodA9CxadsZWNDWazn83bOuwoUt2loXeW9nDjeunWQJyQCewDmSrO7yoHlFSf0CjsYPq8gcda675cQ3hgbKT_J2IhSTeNImJ7&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.7,Roma,Italy,https://colosseo.it/,"Piazza del Colosseo, 1, 00184 Roma RM, Italy"
The Blue Mosque,"Well-known site, also known as the Blue Mosque, built in 1616 & containing its founder's tomb.","41.0054096,28.9768138",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ4fRwZb25yhQRpHwVijb3LeU/photos/AWYs27yhPPfqwZ3lBfTR7amXkq-tYqbWZoIBDydT7ACjHIj9cXxe3E6zDFVrIMElPGL3aoU-N1NLFyeI7Q-Fb6j3xM80Y_zKjS9WFUVla-TIC2ffYE8ZyCby6JrzUQfsqz9BdgquIM6LBInuv3ts1C7jTH0AOSKHAzvk2XrT&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Mosque,4.7,İstanbul,Türkiye,,"Binbirdirek, At Meydanı Cd No:10, 34122 Fatih/İstanbul, Türkiye"
Golden Gate Bridge,"Famed 4,200 ft art deco suspension bridge open to car, bike & foot traffic.","37.819910899999996,-122.4785598",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJw____96GhYARCVVwg5cT7c0/photos/AWYs27w7DJ6P4cdEk40g1i9SgyAeT39MLt6cbmfebxDpXpBW6qkrGn5llgGRQbyHGgxS03T-UAms_6qC-v-7qgNzDaMKLdHYL0Ji6uLf6qEpmiMH3DbB5eelD_c4jwtMqSAZldkGMFbndCF28JXHnBfuX7gpVMKXCqzDR6_D&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.8,San Francisco,United States,https://www.goldengate.org/,"Golden Gate Brg, San Francisco, CA, USA"
Sydney Opera House,"Landmark, skyline-dominating arts centre for opera, theatre, music & dance, plus guided tours.","-33.856784399999995,151.21529669999998",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ3S-JXmauEmsRUcIaWtf4MzE/photos/AWYs27xiTh9FQXteILDCIh0cIeQ7hvj4PzG7NpVoi1f-jGhDMHHWftWOuawNWsh0UNYXzkHyZ3EpRGUuB-NTgvOzWaff63XwHQtq0VMEiFb2LkCASvjUkqoPcchALUbbCPB5u9xCkSaxn_LYVPvvi0Z--ROODqhkcbM7hPEz&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Performing Arts Theater,4.7,Sydney,Australia,https://www.sydneyoperahouse.com/,"Bennelong Point, Sydney NSW 2000, Australia"
Iguazu Falls,"Massive, picturesque waterfalls surrounded by trails, with wildlife & a train through the jungle.","-25.695259,-54.4366662",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJbRuqowzq9pQRfphenBd1e5E/photos/AWYs27y7LMj9vkgbDbiJoNteRWnJzkkMCkw81VbO1XSKkUsCGLSC8bQso7m9Fabpe5VLuGOXhxQLRVHazoxOsufEIHEJpHVATgQuS4v3KMqrNP_WruQRggXV5gqSO_1XlZIH5diLbWUlP4SYY6VFZkhSUkawzow4vbDAdgMv&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.9,Misiones Province,Argentina,https://iguazuargentina.com/es/index,"Misiones Province, Argentina"
The Moscow Kremlin,"Immense, fortified compound of churches & palaces, with museums of Russian state regalia & art.","55.7509544,37.6175755",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJc-UVs1BKtUYRaC6bPVq_hqg/photos/AWYs27z9ZBvKkiFr8OVN2WxFZGukr3hcd02vqzX5KQnk4Z2rW3AQa2OhUzoG306nN7NGhvJRqFPiaf4PAR7vBK_rIMD263xvDSsP8hmUdjt6W12kIGxd1AFhh6Bo2pYT9PowYzNvCts9eVwMYFOBhjOr8zZMh0cUsXI4FWbG&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Place,4.8,Moscow,Russia,https://www.kreml.ru/,"Moscow, Russia, 103132"
Park Güell,"Mosaic-covered buildings, steps & sculptures in verdant park with Gaudi museum & panoramic views.","41.4144948,2.1526945",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJq0HUUq6ipBIRWM6qGqALmok/photos/AWYs27zBU_oN2XhoL-S12-nbtfLen_uBbeKRZggtKm3Fo8edRvHPKm9vxHjEiY4E_04W5tu6msVLvHZdTKr0-aWmYsqxFqMOvhCSAKG4_aoicuOrKzpW_pDcCRTL52MJIJHuerpBA5FJ_1QnsPYSTZIS9ZU7ptp9uBom3oet&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Park,4.4,Barcelona,Spain,https://parkguell.barcelona/,"Gràcia, 08024 Barcelona, Spain"
Mount Kilimanjaro,This iconic mountain with 3 volcanic cones is a prime climbing site with 7 trekking routes.,"-3.0674246999999997,37.355627299999995",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJBahuOVr8ORgRAWzqjkccdI4/photos/AWYs27zvKoiN06j3G0Ph5JaWt7NHUFh6SSECtikq9cSg2JTA31au77LV761vx1KHYg5KcceqWZ4ZZLht_rIF4aBteRN8GRmBECymUvhKkGy4lSHPfqN1kPKwFUQkEIlskAs1wEYuGXe6yCVnZZcUlNooMM8YMol_swBxuMu9&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.5,Kilimanjaro Region,Tanzania,,"Mt Kilimanjaro, Tanzania"
Landmark Cinemas Waterloo,,"43.438893199999995,-80.5667885",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJJ91fiaZxLIgRUFGG3KYwVK0/photos/AWYs27xSZGpmIn_ifFO0Xd3gDLRYY3CQC89P8obbyiGYuk011A6dmoxBiLxgjCbWF_E2fIX8hcqvqtx2DJ8s641nqs9NXAzBd4Bz2bQ6RgaXQxiafPqrhubTt3i2AuLI45951Rtgb_p-6JZcCE-0NreBtoiRpMYOI-5V06Vb&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Movie Theater,4.4,Waterloo,Canada,https://www.landmarkcinemas.com/showtimes/waterloo,"415 The Boardwalk, Waterloo, ON N2T 0A6, Canada"
Empire State Building,"Iconic, art deco office tower from 1931 with exhibits & observatories on the 86th & 102nd floors.","40.7484405,-73.98566439999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJaXQRs6lZwokRY6EFpJnhNNE/photos/AWYs27xRS7ONmA8MB6wB483rZPk0Ht3eO1GeVyj28ghz6Lt8npTLDcCivlrFHVMP-n-WlbmU2KOUe4PD5i09ZDmukXNEIxgR4wjesLrSH03cIjIa-1n6ZGbPwSsSTD02a_MtWFeEjRa0YlsiBiKIS0u_PL6Sl4E11BUSDGEL&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.7,New York,United States,https://www.esbnyc.com/,"20 W 34th St., New York, NY 10001, USA"
Newgrange,"Prehistoric site with monuments, such as a mound and chambers, plus an interpretive visitor centre.","53.694711899999994,-6.4754917",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJL-3aomI4Z0gRF4zQvv0Phcw/photos/AWYs27w5Lc2uVHN1DX7OaegwCRnFTthimoFhVgIbGucGRqU0aa-TfAhtOrV3W_87bN8Z3KlwbPoeM-DOYiz3mP0ZMGjOwwAb7m007R9tW7rjjfAo11VCDTsenL1iXljSsi_T64xH9Br0YVJb8GsMGurA-7olIMmG5ZhEAU_5&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Monument,4.6,Donore,Ireland,https://heritageireland.ie/places-to-visit/bru-na-boinne-visitor-centre-newgrange-knowth-and-dowth/,"Newgrange, Newgrange, Donore, Co. Meath, Ireland"
The Palace Museum,"Massive palace complex & museum featuring tours, art exhibits & restaurants.","39.916344699999996,116.3971546",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJq4HNm91S8DURZGAQm-3qQ94/photos/AWYs27y2fn1vsoeMxV-CJQeF94bFzcuJvyD2QbQrD26Tlk8BkL2cEj9gdi9RIPxcJyOeRMJaJI-XlkUB2UdcMBKY7qcphJTS1cXrirW_VWc6BSiUaD4xS0nKAdpoRxWbeHezDAnKOjpuBJ4c1_gbvzdRsvlw6E71Uh7NedP7&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Museum,4.6,Bei Jing Shi,China,https://www.dpm.org.cn/Home.html,"4 Jing Shan Qian Jie, Dong Cheng Qu, Bei Jing Shi, China, 100009"
Viaduc de Millau,"A 2.4km-long cable-stayed bridge, one of the world's tallest, by Norman Foster & Michel Virlogeux.","44.0774541,3.0228387999999997",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ0ScekCZKshIR5Ma-og9qjNY/photos/AWYs27xYC5WEr2VFf3vhhVNZNH3QOHzfb_5IVumLIxoj8AnSt3MQ7kkF8rLNnPQ8Xbg7FbStm46sjig8L0MyZ24DIApZ7-9staCvZLjYvlTBo7Wo2SigF6heGDEVV-XX6mESNbrVMwOPtD9Zr3_k_XhXCkZbk5kMymlfRNAg&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.6,Millau,France,https://www.leviaducdemillau.com/fr,"Viaduc de Millau, 12400 Millau, France"
Sphinx,Storied megalith with sphinx-like features situated in a mountainous national park.,"45.4083125,25.4703125",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJvar9c20-s0ARgzTotn65wcg/photos/AWYs27yggjpJgs-G8BErrU2sLnUOQUHXZUOpBEe_g0VQYUqgmhJb6_b6lc-EFubJwhRIiB1d3bvif28Iff3UWNUASt2-VWhY8L5_mhyXU23BnD7f1od2lvn-QEsWFoQ9wKDKJeTSprTRHr2iqr17HZPrIZLVlW9BXQz6Y8B4&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.8,Dâmbovița,Romania,,"8GQ7CF5C+84, Romania"
"Faisal Mosque, Islamabad","Established in 1987, this iconic contemporary mosque is designed to resemble a Bedouin tent.","33.7295722,73.0368415",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJF2ke4Py-3zgRwJglPt7gZj4/photos/AWYs27yeXenBBQUvCWYEuYH2jJPONbyPMGDjixe9ETiHjDfQ0yFgNBYZJoP1A3563JOSGop9OVQ3JVthE-Pr29fUEbZ3kE-K03nGMgrfjkHLRSNeeR5DJdHG8kHT2GFvcJPw5E-c2L9_h9T45z4NRWqzRyMqvVDSdgH6ylid&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Mosque,4.8,Islamabad,Pakistan,,"Shah Faisal Ave, E-8, Islamabad, Islamabad Capital Territory 44000, Pakistan"
Andrew Jackson’s Hermitage,Greek Revival mansion museum & historic site telling Jackson's life story through exhibits & tours.,"36.2137573,-86.61530970000001",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJf2rnpoJqZIgRQyx--6HBumM/photos/AWYs27zXUpxSr713vb3eTl5uJS5lGULiAgxSyBJ1xFXQY2jRszAt7sluOMIzEgvv2BVPGQ6bpH6sUvGcyK14FFkInFC05S7fVm5hHgRNLSMhq_Sj-UTAbxGlFdlPl2tSPRYTXjI9iUz5r-53P_fKk29bdckyClFxAN-BPNHs&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Museum,4.7,Nashville,United States,https://thehermitage.com/,"4580 Rachels Ln, Hermitage, TN 37076, USA"
Konark Sun Temple,"Ornately sculpted, 13th-century Hindu place of worship depicting the vast chariot of sun god, Surya.","19.887595299999997,86.0945364",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJv5uBl6DyGToRRzIeOcqDme0/photos/AWYs27x5cRnTRA732VoMx7DJgWC7JHzfaVFQ0X-GdlCVEIF_uStdpnIvrmO0jQ7nI8OGwXwhNg1dRdvm0ueEE7Ry_3DRPIcv50in9ZXrZwsNCqC5BuA_vkyxZrv6eMFj9kdhd-9ov52UBSRevCPwO08PYQel35RgPEdmt80n&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Hindu Temple,4.7,Konark,India,,"Konark, Odisha 752111, India"
Berlin Cathedral,"Majestic 1800s cathedral with an organ with 7,269 pipes, plus royal tombs & a dome for city views.","52.5190608,13.401078",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJS9HC895RqEcR_IovsNVoDng/photos/AWYs27wA4deWfG7JTk1fUUB1EoVtezULV_PPqHGn8BRJsNgxKNzujcH9fJqDTuheoVVBbpQI2UcsDBnT5vU6FTTRTwY16y4T8HirnI2c8X3wqylG-xRsZWgYwi8-iNXFFwSc4SjQBkI5IydYhsY50-98zXSIdLr5NRmJeERl&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Church,4.6,Berlin,Germany,https://www.berlinerdom.de/,"Am Lustgarten, 10178 Berlin, Germany"
Luxor Temple,"Complex constructed mainly under Amenhotep III & Ramesses II, added to by Tutankhamun & others.","25.699502000000003,32.6390509",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJYd_aHsQVSRQRgX1sNFyJk3Y/photos/AWYs27xCcd8bkgPZ1P9oqr5wIbYtQqKitnP8pGwbxrMg1ej7fTr5h0-e7JKvh478iAfVSdeUbSVKZrpJNcJpfwVNTjs_vJMKmh9C2ma0FDA-bi_fc4MYUlWTPoATJLA4L0Lg2el94zd3eLd0qOw9o9muo6p9idOxI6za3FeB&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.8,Luxor Governorate,Egypt,http://www.sca-egypt.org/eng/SITE_Luxor.htm,"Luxor City, Luxor, Luxor Governorate 1362501, Egypt"
Archaeological Park of Pompeii,Archaeological site of the remains of the iconic Roman city  preserved by Vesuvius' ash.,"40.7512189,14.4886761",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJg-rRh728OxMRNZtSjoBipHw/photos/AWYs27wb1uMXkX0ZRl83Lk3Id92N1O0Xgnwurwdrmg8gcGF6nm6VkltWdeVwQPtJxn4zYV9goNtRECobrAlnQ6gKPyonmcU5cFOnw-BsPs3HnNPU2-_JqkOdlYWxhszla9rTZFboVv-Cfp2Et9qVFXlZtrmza8zBAhIlpy62&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Museum,4.7,Pompei,Italy,https://pompeiisites.org/,"80045 Pompei, Metropolitan City of Naples, Italy"
